,Column Configuration,Differentia Bit Width,Stratum Retention Policy,Stratum Retention Policy Resolution Parameter,Stratigraphic Column Expected Retained Bits,Stratigraphic Column Mean Actual Retained Bits,Stratigraphic Column Target Retained Bits,Stratigraphic Column Expected Retained Bits Error,Stratigraphic Column Actual Num Retained Strata,Taxon Compared From,Taxon Compared To,Generation of Taxon Compared From,Generation of Taxon Compared To,Generation Of MRCA Lower Bound (inclusive),Generation Of MRCA Upper Bound (exclusive),MRCA Bound Confidence,Rank of Earliest Detectable Mrca With
111,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47645,47626,5001,5000,32.0,192.0,0.96875,128
112,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47645,47626,5001,5000,0.0,256.0,0.99609375,0
113,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47645,47626,5001,5000,0.0,4096.0,1.0,0
114,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47645,47626,5001,5000,,,0.96875,32
115,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47645,47626,5001,5000,0.0,64.0,0.99609375,0
116,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47645,47626,5001,5000,0.0,512.0,1.0,0
117,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47645,47626,5001,5000,,,0.96875,2048
118,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47645,47626,5001,5000,0.0,4096.0,0.99609375,0
119,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47645,47626,5001,5000,0.0,4096.0,1.0,0
120,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47645,47626,5001,5000,,,0.96875,512
121,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47645,47626,5001,5000,0.0,1024.0,0.99609375,0
122,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47645,47626,5001,5000,0.0,4096.0,1.0,0
123,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47645,47626,5001,5000,,,0.96875,64
124,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47645,47626,5001,5000,0.0,256.0,0.99609375,0
125,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47645,47626,5001,5000,0.0,4096.0,1.0,0
126,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47645,47633,5001,5000,,,0.96875,512
127,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47645,47633,5001,5000,0.0,1024.0,0.99609375,0
128,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47645,47633,5001,5000,0.0,4096.0,1.0,0
129,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47645,47633,5001,5000,,,0.96875,128
130,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47645,47633,5001,5000,0.0,256.0,0.99609375,0
131,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47645,47633,5001,5000,0.0,4096.0,1.0,0
132,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47645,47633,5001,5000,,,0.96875,32
133,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47645,47633,5001,5000,0.0,64.0,0.99609375,0
134,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47645,47633,5001,5000,0.0,512.0,1.0,0
135,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47645,47633,5001,5000,,,0.96875,2048
136,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47645,47633,5001,5000,0.0,4096.0,0.99609375,0
137,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47645,47633,5001,5000,0.0,4096.0,1.0,0
138,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47645,47633,5001,5000,,,0.96875,512
139,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47645,47633,5001,5000,0.0,1024.0,0.99609375,0
140,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47645,47633,5001,5000,0.0,4096.0,1.0,0
141,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47645,47633,5001,5000,,,0.96875,64
142,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47645,47633,5001,5000,0.0,256.0,0.99609375,0
143,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47645,47633,5001,5000,0.0,4096.0,1.0,0
144,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47644,47645,5001,5001,,,0.96875,512
145,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47644,47645,5001,5001,0.0,1024.0,0.99609375,0
146,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47644,47645,5001,5001,0.0,4096.0,1.0,0
147,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47644,47645,5001,5001,,,0.96875,128
148,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47644,47645,5001,5001,0.0,256.0,0.99609375,0
149,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47644,47645,5001,5001,0.0,4096.0,1.0,0
150,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47644,47645,5001,5001,8.0,48.0,0.96875,32
151,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47644,47645,5001,5001,0.0,64.0,0.99609375,0
152,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47644,47645,5001,5001,0.0,512.0,1.0,0
153,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47644,47645,5001,5001,,,0.96875,2048
154,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47644,47645,5001,5001,0.0,4096.0,0.99609375,0
155,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47644,47645,5001,5001,0.0,4096.0,1.0,0
156,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47644,47645,5001,5001,0.0,640.0,0.96875,512
157,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47644,47645,5001,5001,0.0,1024.0,0.99609375,0
158,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47644,47645,5001,5001,0.0,4096.0,1.0,0
159,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47644,47645,5001,5001,,,0.96875,64
160,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47644,47645,5001,5001,0.0,256.0,0.99609375,0
161,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47644,47645,5001,5001,0.0,4096.0,1.0,0
162,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47644,47643,5001,5001,,,0.96875,512
163,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47644,47643,5001,5001,0.0,1024.0,0.99609375,0
164,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47644,47643,5001,5001,0.0,4096.0,1.0,0
165,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47644,47643,5001,5001,,,0.96875,128
166,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47644,47643,5001,5001,0.0,256.0,0.99609375,0
167,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47644,47643,5001,5001,0.0,4096.0,1.0,0
168,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47644,47643,5001,5001,,,0.96875,32
169,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47644,47643,5001,5001,0.0,64.0,0.99609375,0
170,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47644,47643,5001,5001,0.0,512.0,1.0,0
171,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47644,47643,5001,5001,,,0.96875,2048
172,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47644,47643,5001,5001,0.0,4096.0,0.99609375,0
173,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47644,47643,5001,5001,0.0,4096.0,1.0,0
174,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47644,47643,5001,5001,,,0.96875,512
175,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47644,47643,5001,5001,0.0,1024.0,0.99609375,0
176,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47644,47643,5001,5001,0.0,4096.0,1.0,0
177,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47644,47643,5001,5001,,,0.96875,64
178,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47644,47643,5001,5001,0.0,256.0,0.99609375,0
179,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47644,47643,5001,5001,0.0,4096.0,1.0,0
180,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47644,47642,5001,5001,,,0.96875,512
181,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47644,47642,5001,5001,0.0,1024.0,0.99609375,0
182,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47644,47642,5001,5001,0.0,4096.0,1.0,0
183,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47644,47642,5001,5001,,,0.96875,128
184,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47644,47642,5001,5001,0.0,256.0,0.99609375,0
185,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47644,47642,5001,5001,0.0,4096.0,1.0,0
